40001|1|1|5|Ποιo όχημα είναι επιβατικό;|0|GA-1|A01
41161|2|9|5|Όταν η εξάτμιση τρυπήσει και κάνει θόρυβο πρέπει να την επιδιορθώσεις αμέσως γιατί διαφορετικά κινδυνεύεις με πρόστιμο;|MQ161|GMQ-161|Μ161
41162|2|8|5|Στη δεξιά λωρίδα που κινούνται τα λεωφορεία επιτρέπεται να οδηγείς μοτοσικλέτα;|MQ162|GMQ-162|Μ162
41163|2|9|5|Ο μοτοσικλετιστής μπορεί να οδηγεί μόνο στη λωρίδα που κινούνται τα λεωφορεία;|MQ163|GMQ-163|Μ163
41164|2|8|5|Ο μοτοσικλετιστής επιτρέπεται να μπει στη λωρίδα που κινούνται τα λεωφορεία μόνο για να στρίψει;|MQ164|GMQ-164|Μ164
41165|2|9|5|Ο μοτοσικλετιστής επιτρέπεται να μπει στη λωρίδα που κινούνται τα λεωφορεία μόνο ορισμένες ώρες;|MQ165|GMQ-165|Μ165
41166|2|8|5|Ποια πινακίδα απαγορεύει την είσοδο στο δρόμο μόνο των μοτοσικλετών;|0|GMQ-166|Μ166
41167|2|10|5|Σε ποια εικόνα ο οδηγός συμπεριφέρεται σωστά στους πεζούς;|0|GMQ-167|Μ167
41168|2|10|5|Σε ποια εικόνα, ο οδηγός συμπεριφέρθηκε σωστά στους πεζούς;|0|GMQ-168|Μ168
41169|2|10|5|Σε αυτήν την περίπτωση ο οδηγός πρέπει να κόψει ταχύτητα;|MQ169|GMQ-169|Μ169
41170|2|10|5|Πρέπει να τρέξεις για να μην ανάψει κόκκινο φανάρι;|MQ170|GMQ-170|Μ170
41171|2|10|5|Πότε πρέπει να σταματήσεις;|0|GMQ-171|Μ171
41172|2|10|5|Είσαι σίγουρος ότι τα παιδιά που περπατάνε στο πεζοδρόμιο δεν θα κατέβουν στο δρόμο;|MQ172|GMQ-172|Μ172
41173|2|10|5|Υπάρχουν λάδια στο δρόμο, πρέπει να πατήσεις απότομα φρένο;|MQ173|GMQ-173|Μ173
41174|2|10|5|Όταν υπάρχουν λάδια στο δρόμο, δεν πρέπει να πατήσεις ούτε γκάζι ούτε φρένο;|MQ174|GMQ-174|Μ174
41175|2|10|5|Όταν υπάρχουν λάδια στο δρόμο, πρέπει να πατήσεις γκάζι;|MQ175|GMQ-175|Μ175
41176|2|10|5|Επιτρέπεται να κινείσαι στη Λωρίδα Έκτακτης Ανάγκης;|MQ176|GMQ-176|Μ176
41177|2|10|5|Αν έχεις πιει επιτρέπεται να οδηγείς μοτοσικλέτα;|MQ177|GMQ-177|Μ177
41178|2|10|5|Επιτρέπεται να οδηγείς μεθυσμένος γιατί ο αέρας θα σε ξεμεθύσει;|MQ178|GMQ-178|Μ178
41179|2|10|5|Σε κατηφόρα μπορείς να σβήνεις τον κινητήρα για να μην καις βενζίνη;|MQ179|GMQ-179|Μ179
41180|2|10|5|Όταν αλλάζεις λάστιχα, βάζεις μόνο αυτά που γράφει το βιβλιαράκι της μοτοσικλέτας;|MQ180|GMQ-180|Μ180
41181|2|10|5|Τα λάστιχα της μοτοσικλέτας πρέπει πάντα να είναι καλά φουσκωμένα;|MQ181|GMQ-181|Μ181
41182|2|10|5|Όταν τα λάστιχα είναι καλά φουσκωμένα καις λιγότερη βενζίνη;|MQ182|GMQ-182|Μ182
41183|2|10|5|Θα κάψεις λιγότερη βενζίνη αν δεν ξεκινάς και δεν φρενάρεις απότομα;|MQ183|GMQ-183|Μ183
41184|2|10|5|Θα τιμωρηθείς με πόντους και κάποια στιγμή θα χάσεις το δίπλωμά σου αν κάνεις παραβάσεις;|MQ184|GMQ-184|Μ184
41185|2|10|5|Όταν τιμωρηθείς με πολλούς πόντους θα σου πάρουν το δίπλωμα και θα χρειαστεί να ξαναδώσεις εξετάσεις;|MQ185|GMQ-185|Μ185
41186|2|10|5|Ασφαλές κράνος είναι αυτό που δεν σου είναι ούτε πολύ μεγάλο, ούτε πολύ μικρό;|MQ186|GMQ-186|Μ186
41187|2|10|5|Η αλυσίδα της μηχανής πρέπει να έχει τζόγο (παίζει) πάνω-κάτω 2-3 πόντους;|MQ187|GMQ-187|Μ187
41188|2|10|5|Όταν βρέχει και πατάς φρένο με τη μηχανή η απόσταση για να σταματήσεις είναι δύο φορές μεγαλύτερη από ό,τι χωρίς βροχή;|MQ188|GMQ-188|Μ188
41189|2|10|5|Αν οδηγείς μηχανή και μπροστά σου είναι ένα μεγάλο όχημα μένεις πίσω του για να μην κρυώνεις;|MQ189|GMQ-189|Μ189
41190|2|10|5|Αν οδηγείς μηχανή και μπροστά σου βρεθεί ένα μεγάλο όχημα προσπαθείς να μείνεις πολύ πίσω για να βλέπεις;|MQ190|GMQ-190|Μ190
41191|2|10|5|Στην αλυσίδα της μηχανής πρέπει να βάζεις γράσο, ώστε να λειτουργεί καλά;|MQ191|GMQ-191|Μ191
41192|2|10|5|Aν η μηχανή σου κάνει πολύ θόρυβο θα τιμωρηθείς από την Αστυνομία;|MQ192|GMQ-192|Μ192
41193|2|10|5|Η κομμένη εξάτμιση αυξάνει την ταχύτητα της μηχανής;|MQ193|GMQ-193|Μ193
41194|2|10|5|Η κομμένη εξάτμιση προκαλεί φθορά στον κινητήρα και κάνει πολύ θόρυβο;|MQ194|GMQ-194|Μ194
41195|2|10|5|Το κράνος έχει σπάσει. Αν το κολλήσεις θα υπάρχει πρόβλημα ασφάλειας;|MQ195|GMQ-195|Μ195
41196|2|10|5|Το κράνος έχει σπάσει. Θα πρέπει να το αλλάξεις αμέσως;|MQ196|GMQ-196|Μ196
41197|2|10|5|Αν οδηγείς μηχανή βράδυ, θα πρέπει να φοράς φωτεινά ρούχα;|MQ197|GMQ-197|Μ197
41198|2|10|5|Σε περίπτωση ατυχήματος βγάζεις το κράνος του συνεπιβάτη για να δεις αν είναι καλά;|MQ198|GMQ-198|Μ198
41199|2|10|5|Σε περίπτωση ατυχήματος πρέπει να βγάζεις το κράνος του συνεπιβάτη σου αν έχει τραυματιστεί;|MQ199|GMQ-199|Μ199
